GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,mhhinc,TimeFrame,GeoVintage,Source,Location
City,Pocahontas,IA,1963975,1963975,66574,2020-2024,2020,Census,United States (Nation)
City,Polk City,IA,1964020,1964020,164389,2020-2024,2020,Census,United States (Nation)
City,Pomeroy,IA,1964065,1964065,53542,2020-2024,2020,Census,United States (Nation)
City,Popejoy,IA,1964110,1964110,38681,2020-2024,2020,Census,United States (Nation)
City,Portland,IA,1964155,1964155,N/A,2020-2024,2020,Census,United States (Nation)
City,Portsmouth,IA,1964200,1964200,80781,2020-2024,2020,Census,United States (Nation)
City,Postville,IA,1964290,1964290,49485,2020-2024,2020,Census,United States (Nation)
City,Prairieburg,IA,1964425,1964425,45000,2020-2024,2020,Census,United States (Nation)
City,Prairie City,IA,1964470,1964470,78295,2020-2024,2020,Census,United States (Nation)
City,Prescott,IA,1964560,1964560,65000,2020-2024,2020,Census,United States (Nation)
City,Preston,IA,1964605,1964605,74063,2020-2024,2020,Census,United States (Nation)
City,Primghar,IA,1964650,1964650,78750,2020-2024,2020,Census,United States (Nation)
City,Princeton,IA,1964740,1964740,87188,2020-2024,2020,Census,United States (Nation)
City,Promise City,IA,1964875,1964875,41563,2020-2024,2020,Census,United States (Nation)
City,Protivin,IA,1965010,1965010,71667,2020-2024,2020,Census,United States (Nation)
City,Pulaski,IA,1965055,1965055,73438,2020-2024,2020,Census,United States (Nation)
City,Quasqueton,IA,1965235,1965235,75000,2020-2024,2020,Census,United States (Nation)
City,Quimby,IA,1965280,1965280,54375,2020-2024,2020,Census,United States (Nation)
City,Radcliffe,IA,1965370,1965370,69286,2020-2024,2020,Census,United States (Nation)
City,Rake,IA,1965415,1965415,42386,2020-2024,2020,Census,United States (Nation)
City,Ralston,IA,1965505,1965505,62917,2020-2024,2020,Census,United States (Nation)
City,Randalia,IA,1965550,1965550,N/A,2020-2024,2020,Census,United States (Nation)
City,Randall,IA,1965595,1965595,72321,2020-2024,2020,Census,United States (Nation)
City,Randolph,IA,1965640,1965640,46500,2020-2024,2020,Census,United States (Nation)
City,Rathbun,IA,1965730,1965730,71875,2020-2024,2020,Census,United States (Nation)
City,Raymond,IA,1965820,1965820,76711,2020-2024,2020,Census,United States (Nation)
City,Readlyn,IA,1965910,1965910,86103,2020-2024,2020,Census,United States (Nation)
City,Reasnor,IA,1965955,1965955,69063,2020-2024,2020,Census,United States (Nation)
City,Redding,IA,1966000,1966000,73750,2020-2024,2020,Census,United States (Nation)
City,Redfield,IA,1966045,1966045,66094,2020-2024,2020,Census,United States (Nation)
City,Red Oak,IA,1966135,1966135,50109,2020-2024,2020,Census,United States (Nation)
City,Reinbeck,IA,1966315,1966315,86797,2020-2024,2020,Census,United States (Nation)
City,Rembrandt,IA,1966360,1966360,58438,2020-2024,2020,Census,United States (Nation)
City,Remsen,IA,1966405,1966405,91477,2020-2024,2020,Census,United States (Nation)
City,Renwick,IA,1966450,1966450,52125,2020-2024,2020,Census,United States (Nation)
City,Rhodes,IA,1966540,1966540,73083,2020-2024,2020,Census,United States (Nation)
City,Riceville,IA,1966585,1966585,44615,2020-2024,2020,Census,United States (Nation)
City,Richland,IA,1966720,1966720,60446,2020-2024,2020,Census,United States (Nation)
City,Rickardsville,IA,1966810,1966810,102500,2020-2024,2020,Census,United States (Nation)
City,Ricketts,IA,1966855,1966855,N/A,2020-2024,2020,Census,United States (Nation)
City,Ridgeway,IA,1967035,1967035,61607,2020-2024,2020,Census,United States (Nation)
City,Rinard,IA,1967125,1967125,69375,2020-2024,2020,Census,United States (Nation)
City,Ringsted,IA,1967170,1967170,51042,2020-2024,2020,Census,United States (Nation)
City,Rippey,IA,1967215,1967215,65000,2020-2024,2020,Census,United States (Nation)
City,Riverdale,IA,1967350,1967350,95000,2020-2024,2020,Census,United States (Nation)
City,Riverside,IA,1967440,1967440,84091,2020-2024,2020,Census,United States (Nation)
City,River Sioux,IA,1967530,1967530,N/A,2020-2024,2020,Census,United States (Nation)
City,Riverton,IA,1967575,1967575,48359,2020-2024,2020,Census,United States (Nation)
City,Robins,IA,1967800,1967800,122262,2020-2024,2020,Census,United States (Nation)
City,Rochester,IA,1967890,1967890,N/A,2020-2024,2020,Census,United States (Nation)
City,Rock Falls,IA,1968025,1968025,71042,2020-2024,2020,Census,United States (Nation)
City,Rockford,IA,1968070,1968070,65428,2020-2024,2020,Census,United States (Nation)
City,Rock Rapids,IA,1968160,1968160,63942,2020-2024,2020,Census,United States (Nation)
City,Rock Valley,IA,1968205,1968205,76250,2020-2024,2020,Census,United States (Nation)
City,Rockwell,IA,1968250,1968250,60982,2020-2024,2020,Census,United States (Nation)
City,Rockwell City,IA,1968295,1968295,56741,2020-2024,2020,Census,United States (Nation)
City,Rodman,IA,1968340,1968340,58750,2020-2024,2020,Census,United States (Nation)
City,Rodney,IA,1968385,1968385,51563,2020-2024,2020,Census,United States (Nation)
City,Roland,IA,1968475,1968475,79028,2020-2024,2020,Census,United States (Nation)
City,Rolfe,IA,1968520,1968520,51250,2020-2024,2020,Census,United States (Nation)
City,Rome,IA,1968565,1968565,39000,2020-2024,2020,Census,United States (Nation)
City,Rose Hill,IA,1968700,1968700,82917,2020-2024,2020,Census,United States (Nation)
City,Roseville,IA,1968800,1968800,N/A,2020-2024,2020,Census,United States (Nation)
City,Rossie,IA,1968925,1968925,N/A,2020-2024,2020,Census,United States (Nation)
City,Rowan,IA,1969015,1969015,56875,2020-2024,2020,Census,United States (Nation)
City,Rowley,IA,1969060,1969060,60313,2020-2024,2020,Census,United States (Nation)
City,Royal,IA,1969105,1969105,56893,2020-2024,2020,Census,United States (Nation)
City,Rudd,IA,1969195,1969195,75833,2020-2024,2020,Census,United States (Nation)
City,Runnells,IA,1969240,1969240,101500,2020-2024,2020,Census,United States (Nation)
City,Russell,IA,1969285,1969285,44821,2020-2024,2020,Census,United States (Nation)
City,Ruthven,IA,1969330,1969330,58625,2020-2024,2020,Census,United States (Nation)
City,Rutland,IA,1969375,1969375,85625,2020-2024,2020,Census,United States (Nation)
City,Ryan,IA,1969465,1969465,60625,2020-2024,2020,Census,United States (Nation)
City,Sabula,IA,1969510,1969510,77656,2020-2024,2020,Census,United States (Nation)
City,Sac City,IA,1969645,1969645,57139,2020-2024,2020,Census,United States (Nation)
City,Sageville,IA,1969690,1969690,60625,2020-2024,2020,Census,United States (Nation)
City,St. Ansgar,IA,1969735,1969735,76458,2020-2024,2020,Census,United States (Nation)
City,St. Anthony,IA,1969780,1969780,58750,2020-2024,2020,Census,United States (Nation)
City,St. Benedict,IA,1969825,1969825,128438,2020-2024,2020,Census,United States (Nation)
City,St. Charles,IA,1969915,1969915,82841,2020-2024,2020,Census,United States (Nation)
City,St. Donatus,IA,1969960,1969960,44141,2020-2024,2020,Census,United States (Nation)
City,St. Joseph,IA,1970005,1970005,37344,2020-2024,2020,Census,United States (Nation)
City,St. Lucas,IA,1970050,1970050,104375,2020-2024,2020,Census,United States (Nation)
City,St. Marys,IA,1970095,1970095,77500,2020-2024,2020,Census,United States (Nation)
City,St. Olaf,IA,1970140,1970140,98125,2020-2024,2020,Census,United States (Nation)
City,St. Paul,IA,1970185,1970185,72500,2020-2024,2020,Census,United States (Nation)
City,Salem,IA,1970230,1970230,51250,2020-2024,2020,Census,United States (Nation)
City,Salix,IA,1970320,1970320,62500,2020-2024,2020,Census,United States (Nation)
City,Sanborn,IA,1970410,1970410,59417,2020-2024,2020,Census,United States (Nation)
City,Sandusky,IA,1970545,1970545,108977,2020-2024,2020,Census,United States (Nation)
City,Sandyville,IA,1970590,1970590,N/A,2020-2024,2020,Census,United States (Nation)
City,Saylorville,IA,1970995,1970995,117821,2020-2024,2020,Census,United States (Nation)
City,Scarville,IA,1971040,1971040,N/A,2020-2024,2020,Census,United States (Nation)
City,Schaller,IA,1971085,1971085,66510,2020-2024,2020,Census,United States (Nation)
City,Schleswig,IA,1971130,1971130,73315,2020-2024,2020,Census,United States (Nation)
City,Scranton,IA,1971310,1971310,53864,2020-2024,2020,Census,United States (Nation)
City,Searsboro,IA,1971355,1971355,66250,2020-2024,2020,Census,United States (Nation)
City,Sergeant Bluff,IA,1971625,1971625,123481,2020-2024,2020,Census,United States (Nation)
City,Sexton,IA,1971715,1971715,N/A,2020-2024,2020,Census,United States (Nation)
City,Seymour,IA,1971760,1971760,46071,2020-2024,2020,Census,United States (Nation)
City,Shambaugh,IA,1971895,1971895,70250,2020-2024,2020,Census,United States (Nation)
City,Shannon City,IA,1971940,1971940,92875,2020-2024,2020,Census,United States (Nation)
City,Sharpsburg,IA,1972075,1972075,71250,2020-2024,2020,Census,United States (Nation)
City,Sheffield,IA,1972210,1972210,54458,2020-2024,2020,Census,United States (Nation)
City,Shelby,IA,1972300,1972300,63654,2020-2024,2020,Census,United States (Nation)
City,Sheldahl,IA,1972345,1972345,80938,2020-2024,2020,Census,United States (Nation)
City,Sheldon,IA,1972390,1972390,62159,2020-2024,2020,Census,United States (Nation)
City,Shell Rock,IA,1972435,1972435,78657,2020-2024,2020,Census,United States (Nation)
City,Shellsburg,IA,1972480,1972480,70179,2020-2024,2020,Census,United States (Nation)
City,Shenandoah,IA,1972525,1972525,59783,2020-2024,2020,Census,United States (Nation)
City,Sherrill,IA,1972660,1972660,84167,2020-2024,2020,Census,United States (Nation)
City,Shueyville,IA,1972840,1972840,123333,2020-2024,2020,Census,United States (Nation)
City,Sibley,IA,1972975,1972975,55070,2020-2024,2020,Census,United States (Nation)
City,Sidney,IA,1973065,1973065,80714,2020-2024,2020,Census,United States (Nation)
City,Sigourney,IA,1973110,1973110,57813,2020-2024,2020,Census,United States (Nation)
City,Silver City,IA,1973155,1973155,67250,2020-2024,2020,Census,United States (Nation)
City,Sioux Center,IA,1973290,1973290,92983,2020-2024,2020,Census,United States (Nation)
City,Sioux City,IA,1973335,1973335,68906,2020-2024,2020,Census,United States (Nation)
City,Sioux Rapids,IA,1973425,1973425,60000,2020-2024,2020,Census,United States (Nation)
City,Slater,IA,1973515,1973515,97500,2020-2024,2020,Census,United States (Nation)
City,Sloan,IA,1973605,1973605,68125,2020-2024,2020,Census,United States (Nation)
City,Smithland,IA,1973650,1973650,98750,2020-2024,2020,Census,United States (Nation)
City,Soldier,IA,1973785,1973785,56250,2020-2024,2020,Census,United States (Nation)
City,Solon,IA,1973875,1973875,113295,2020-2024,2020,Census,United States (Nation)
City,Somers,IA,1973920,1973920,52750,2020-2024,2020,Census,United States (Nation)
City,South Amana,IA,1973965,1973965,109792,2020-2024,2020,Census,United States (Nation)
City,South English,IA,1974055,1974055,51016,2020-2024,2020,Census,United States (Nation)
City,Spencer,IA,1974280,1974280,59667,2020-2024,2020,Census,United States (Nation)
City,Sperry,IA,1974325,1974325,67050,2020-2024,2020,Census,United States (Nation)
City,Spillville,IA,1974370,1974370,54375,2020-2024,2020,Census,United States (Nation)
City,Spirit Lake,IA,1974415,1974415,65720,2020-2024,2020,Census,United States (Nation)
City,Spragueville,IA,1974460,1974460,77500,2020-2024,2020,Census,United States (Nation)
City,Springbrook,IA,1974505,1974505,53750,2020-2024,2020,Census,United States (Nation)
City,Spring Hill,IA,1974685,1974685,86250,2020-2024,2020,Census,United States (Nation)
City,Springville,IA,1974775,1974775,92656,2020-2024,2020,Census,United States (Nation)
City,Stacyville,IA,1974820,1974820,61932,2020-2024,2020,Census,United States (Nation)
City,Stanhope,IA,1974910,1974910,60750,2020-2024,2020,Census,United States (Nation)
City,Stanley,IA,1974955,1974955,70500,2020-2024,2020,Census,United States (Nation)
City,Stanton,IA,1975000,1975000,66667,2020-2024,2020,Census,United States (Nation)
City,Stanwood,IA,1975045,1975045,63264,2020-2024,2020,Census,United States (Nation)
City,State Center,IA,1975135,1975135,83942,2020-2024,2020,Census,United States (Nation)
City,Steamboat Rock,IA,1975180,1975180,47188,2020-2024,2020,Census,United States (Nation)
City,Stockport,IA,1975405,1975405,53125,2020-2024,2020,Census,United States (Nation)
City,Stockton,IA,1975450,1975450,49500,2020-2024,2020,Census,United States (Nation)
City,Stone City,IA,1975540,1975540,179167,2020-2024,2020,Census,United States (Nation)
City,Storm Lake,IA,1975630,1975630,62765,2020-2024,2020,Census,United States (Nation)
City,Story City,IA,1975675,1975675,96605,2020-2024,2020,Census,United States (Nation)
City,Stout,IA,1975720,1975720,82500,2020-2024,2020,Census,United States (Nation)
City,Stratford,IA,1975810,1975810,47875,2020-2024,2020,Census,United States (Nation)
City,Strawberry Point,IA,1975855,1975855,57778,2020-2024,2020,Census,United States (Nation)
City,Struble,IA,1975945,1975945,59375,2020-2024,2020,Census,United States (Nation)
City,Stuart,IA,1975990,1975990,65000,2020-2024,2020,Census,United States (Nation)
City,Sully,IA,1976035,1976035,90189,2020-2024,2020,Census,United States (Nation)
City,Sumner,IA,1976260,1976260,58854,2020-2024,2020,Census,United States (Nation)
City,Sun Valley Lake,IA,1976415,1976415,135521,2020-2024,2020,Census,United States (Nation)
City,Superior,IA,1976440,1976440,75625,2020-2024,2020,Census,United States (Nation)
City,Sutherland,IA,1976485,1976485,55469,2020-2024,2020,Census,United States (Nation)
City,Swaledale,IA,1976620,1976620,51912,2020-2024,2020,Census,United States (Nation)
City,Swan,IA,1976665,1976665,N/A,2020-2024,2020,Census,United States (Nation)
City,Swea City,IA,1976755,1976755,47656,2020-2024,2020,Census,United States (Nation)
City,Swedesburg,IA,1976800,1976800,74861,2020-2024,2020,Census,United States (Nation)
City,Swisher,IA,1976890,1976890,100577,2020-2024,2020,Census,United States (Nation)
City,Tabor,IA,1976935,1976935,58750,2020-2024,2020,Census,United States (Nation)
City,Tama,IA,1977115,1977115,68661,2020-2024,2020,Census,United States (Nation)
City,Templeton,IA,1977340,1977340,75000,2020-2024,2020,Census,United States (Nation)
City,Tennant,IA,1977430,1977430,62885,2020-2024,2020,Census,United States (Nation)
City,Terril,IA,1977520,1977520,43889,2020-2024,2020,Census,United States (Nation)
City,Thayer,IA,1977565,1977565,55000,2020-2024,2020,Census,United States (Nation)
City,Thompson,IA,1977745,1977745,61250,2020-2024,2020,Census,United States (Nation)
City,Thor,IA,1977790,1977790,57305,2020-2024,2020,Census,United States (Nation)
City,Thornburg,IA,1977835,1977835,39861,2020-2024,2020,Census,United States (Nation)
City,Thornton,IA,1977880,1977880,67031,2020-2024,2020,Census,United States (Nation)
City,Thurman,IA,1977970,1977970,91188,2020-2024,2020,Census,United States (Nation)
City,Tiffin,IA,1978060,1978060,100952,2020-2024,2020,Census,United States (Nation)
City,Tingley,IA,1978195,1978195,62083,2020-2024,2020,Census,United States (Nation)
City,Tipton,IA,1978285,1978285,61115,2020-2024,2020,Census,United States (Nation)
City,Titonka,IA,1978330,1978330,72250,2020-2024,2020,Census,United States (Nation)
City,Toeterville,IA,1978465,1978465,N/A,2020-2024,2020,Census,United States (Nation)
City,Toledo,IA,1978510,1978510,53333,2020-2024,2020,Census,United States (Nation)
City,Toronto,IA,1978600,1978600,51786,2020-2024,2020,Census,United States (Nation)
City,Traer,IA,1978735,1978735,76406,2020-2024,2020,Census,United States (Nation)
City,Trenton,IA,1978780,1978780,N/A,2020-2024,2020,Census,United States (Nation)
City,Treynor,IA,1978825,1978825,121696,2020-2024,2020,Census,United States (Nation)
City,Tripoli,IA,1978915,1978915,78324,2020-2024,2020,Census,United States (Nation)
City,Truesdale,IA,1979095,1979095,100076,2020-2024,2020,Census,United States (Nation)
City,Truro,IA,1979140,1979140,78750,2020-2024,2020,Census,United States (Nation)
City,Turin,IA,1979185,1979185,94129,2020-2024,2020,Census,United States (Nation)
City,Twin Lakes,IA,1979335,1979335,109712,2020-2024,2020,Census,United States (Nation)
City,Udell,IA,1979410,1979410,90000,2020-2024,2020,Census,United States (Nation)
City,Underwood,IA,1979500,1979500,105341,2020-2024,2020,Census,United States (Nation)
City,Union,IA,1979545,1979545,55625,2020-2024,2020,Census,United States (Nation)
City,Unionville,IA,1979680,1979680,82813,2020-2024,2020,Census,United States (Nation)
City,University Heights,IA,1979770,1979770,111406,2020-2024,2020,Census,United States (Nation)
City,University Park,IA,1979815,1979815,74167,2020-2024,2020,Census,United States (Nation)
City,Urbana,IA,1979905,1979905,115655,2020-2024,2020,Census,United States (Nation)
City,Urbandale,IA,1979950,1979950,112795,2020-2024,2020,Census,United States (Nation)
City,Ute,IA,1979995,1979995,55341,2020-2024,2020,Census,United States (Nation)
City,Vail,IA,1980130,1980130,70625,2020-2024,2020,Census,United States (Nation)
City,Valeria,IA,1980175,1980175,63750,2020-2024,2020,Census,United States (Nation)
City,Van Horne,IA,1980400,1980400,77344,2020-2024,2020,Census,United States (Nation)
City,Van Meter,IA,1980445,1980445,135139,2020-2024,2020,Census,United States (Nation)
City,Van Wert,IA,1980490,1980490,74375,2020-2024,2020,Census,United States (Nation)
City,Varina,IA,1980535,1980535,50625,2020-2024,2020,Census,United States (Nation)
City,Ventura,IA,1980580,1980580,91944,2020-2024,2020,Census,United States (Nation)
City,Victor,IA,1980805,1980805,74000,2020-2024,2020,Census,United States (Nation)
City,Villisca,IA,1980985,1980985,60465,2020-2024,2020,Census,United States (Nation)
City,Vincent,IA,1981075,1981075,87500,2020-2024,2020,Census,United States (Nation)
City,Vining,IA,1981120,1981120,73750,2020-2024,2020,Census,United States (Nation)
City,Vinton,IA,1981210,1981210,66495,2020-2024,2020,Census,United States (Nation)
City,Volga,IA,1981345,1981345,54063,2020-2024,2020,Census,United States (Nation)
City,Wadena,IA,1981570,1981570,38750,2020-2024,2020,Census,United States (Nation)
City,Wahpeton,IA,1981615,1981615,107917,2020-2024,2020,Census,United States (Nation)
City,Walcott,IA,1981705,1981705,78580,2020-2024,2020,Census,United States (Nation)
City,Walford,IA,1981840,1981840,128750,2020-2024,2020,Census,United States (Nation)
City,Walker,IA,1981885,1981885,82656,2020-2024,2020,Census,United States (Nation)
City,Wallingford,IA,1981975,1981975,71250,2020-2024,2020,Census,United States (Nation)
City,Wall Lake,IA,1982020,1982020,71875,2020-2024,2020,Census,United States (Nation)
City,Walnut,IA,1982065,1982065,62500,2020-2024,2020,Census,United States (Nation)
City,Wapello,IA,1982200,1982200,72708,2020-2024,2020,Census,United States (Nation)
City,Washburn,IA,1982290,1982290,61406,2020-2024,2020,Census,United States (Nation)
City,Washington,IA,1982335,1982335,55373,2020-2024,2020,Census,United States (Nation)
City,Washta,IA,1982380,1982380,46979,2020-2024,2020,Census,United States (Nation)
City,Waterloo,IA,1982425,1982425,57480,2020-2024,2020,Census,United States (Nation)
City,Waterville,IA,1982470,1982470,44750,2020-2024,2020,Census,United States (Nation)
City,Watkins,IA,1982515,1982515,96296,2020-2024,2020,Census,United States (Nation)
City,Waucoma,IA,1982650,1982650,78750,2020-2024,2020,Census,United States (Nation)
City,Waukee,IA,1982695,1982695,101029,2020-2024,2020,Census,United States (Nation)
City,Waukon,IA,1982740,1982740,60269,2020-2024,2020,Census,United States (Nation)
City,Waverly,IA,1982875,1982875,80284,2020-2024,2020,Census,United States (Nation)
City,Wayland,IA,1982965,1982965,70774,2020-2024,2020,Census,United States (Nation)
City,Webb,IA,1983010,1983010,55000,2020-2024,2020,Census,United States (Nation)
City,Webster,IA,1983055,1983055,34773,2020-2024,2020,Census,United States (Nation)
City,Webster City,IA,1983145,1983145,63430,2020-2024,2020,Census,United States (Nation)
City,Weldon,IA,1983190,1983190,51875,2020-2024,2020,Census,United States (Nation)
City,Wellman,IA,1983280,1983280,57560,2020-2024,2020,Census,United States (Nation)
City,Wellsburg,IA,1983325,1983325,64375,2020-2024,2020,Census,United States (Nation)
City,Welton,IA,1983370,1983370,65625,2020-2024,2020,Census,United States (Nation)
City,Wesley,IA,1983415,1983415,68125,2020-2024,2020,Census,United States (Nation)
City,West Amana,IA,1983505,1983505,55977,2020-2024,2020,Census,United States (Nation)
City,West Bend,IA,1983550,1983550,86154,2020-2024,2020,Census,United States (Nation)
City,West Branch,IA,1983595,1983595,92209,2020-2024,2020,Census,United States (Nation)
City,West Burlington,IA,1983685,1983685,48542,2020-2024,2020,Census,United States (Nation)
City,West Chester,IA,1983775,1983775,49375,2020-2024,2020,Census,United States (Nation)
City,West Des Moines,IA,1983910,1983910,86594,2020-2024,2020,Census,United States (Nation)
City,Westfield,IA,1984090,1984090,68125,2020-2024,2020,Census,United States (Nation)
City,Westgate,IA,1984180,1984180,53750,2020-2024,2020,Census,United States (Nation)
City,West Liberty,IA,1984315,1984315,69345,2020-2024,2020,Census,United States (Nation)
City,West Okoboji,IA,1984450,1984450,66250,2020-2024,2020,Census,United States (Nation)
City,Weston,IA,1984495,1984495,N/A,2020-2024,2020,Census,United States (Nation)
City,Westphalia,IA,1984540,1984540,77083,2020-2024,2020,Census,United States (Nation)
City,West Point,IA,1984585,1984585,73125,2020-2024,2020,Census,United States (Nation)
City,Westside,IA,1984630,1984630,83558,2020-2024,2020,Census,United States (Nation)
City,West Union,IA,1984765,1984765,53617,2020-2024,2020,Census,United States (Nation)
City,Westwood,IA,1984835,1984835,110833,2020-2024,2020,Census,United States (Nation)
City,Wever,IA,1984855,1984855,43750,2020-2024,2020,Census,United States (Nation)
City,What Cheer,IA,1984900,1984900,48182,2020-2024,2020,Census,United States (Nation)
City,Wheatland,IA,1984945,1984945,39167,2020-2024,2020,Census,United States (Nation)
City,Whiting,IA,1985215,1985215,73333,2020-2024,2020,Census,United States (Nation)
City,Whittemore,IA,1985260,1985260,78702,2020-2024,2020,Census,United States (Nation)
City,Whitten,IA,1985305,1985305,92813,2020-2024,2020,Census,United States (Nation)
City,Willey,IA,1985710,1985710,66500,2020-2024,2020,Census,United States (Nation)
City,Williams,IA,1985800,1985800,55417,2020-2024,2020,Census,United States (Nation)
City,Williamsburg,IA,1985845,1985845,58059,2020-2024,2020,Census,United States (Nation)
City,Williamson,IA,1985935,1985935,45000,2020-2024,2020,Census,United States (Nation)
City,Wilton,IA,1986070,1986070,76648,2020-2024,2020,Census,United States (Nation)
City,Windsor Heights,IA,1986250,1986250,91707,2020-2024,2020,Census,United States (Nation)
City,Winfield,IA,1986385,1986385,49063,2020-2024,2020,Census,United States (Nation)
City,Winterset,IA,1986520,1986520,67708,2020-2024,2020,Census,United States (Nation)
City,Winthrop,IA,1986565,1986565,69792,2020-2024,2020,Census,United States (Nation)
City,Wiota,IA,1986610,1986610,78077,2020-2024,2020,Census,United States (Nation)
City,Woden,IA,1986700,1986700,50000,2020-2024,2020,Census,United States (Nation)
City,Woodbine,IA,1986835,1986835,50804,2020-2024,2020,Census,United States (Nation)
City,Woodburn,IA,1986880,1986880,46000,2020-2024,2020,Census,United States (Nation)
City,Woodward,IA,1986970,1986970,65658,2020-2024,2020,Census,United States (Nation)
City,Woolstock,IA,1987015,1987015,85000,2020-2024,2020,Census,United States (Nation)
City,Worthington,IA,1987060,1987060,97500,2020-2024,2020,Census,United States (Nation)
City,Wyoming,IA,1987240,1987240,73000,2020-2024,2020,Census,United States (Nation)
City,Yale,IA,1987285,1987285,54464,2020-2024,2020,Census,United States (Nation)
City,Yarmouth,IA,1987330,1987330,N/A,2020-2024,2020,Census,United States (Nation)
City,Yetter,IA,1987375,1987375,N/A,2020-2024,2020,Census,United States (Nation)
City,Yorktown,IA,1987420,1987420,83750,2020-2024,2020,Census,United States (Nation)
City,Zearing,IA,1987555,1987555,74167,2020-2024,2020,Census,United States (Nation)
City,Zwingle,IA,1987690,1987690,78750,2020-2024,2020,Census,United States (Nation)
City,Abbyville,KS,2000100,2000100,N/A,2020-2024,2020,Census,United States (Nation)
City,Abilene,KS,2000125,2000125,57924,2020-2024,2020,Census,United States (Nation)
City,Ada,KS,2000225,2000225,105208,2020-2024,2020,Census,United States (Nation)
City,Admire,KS,2000325,2000325,56094,2020-2024,2020,Census,United States (Nation)
City,Agenda,KS,2000475,2000475,26389,2020-2024,2020,Census,United States (Nation)
City,Agra,KS,2000550,2000550,48750,2020-2024,2020,Census,United States (Nation)
City,Albert,KS,2000825,2000825,58750,2020-2024,2020,Census,United States (Nation)
City,Alden,KS,2000950,2000950,39375,2020-2024,2020,Census,United States (Nation)
City,Alexander,KS,2001050,2001050,N/A,2020-2024,2020,Census,United States (Nation)
City,Allen,KS,2001275,2001275,59016,2020-2024,2020,Census,United States (Nation)
City,Alma,KS,2001350,2001350,71875,2020-2024,2020,Census,United States (Nation)
City,Almena,KS,2001425,2001425,63917,2020-2024,2020,Census,United States (Nation)
City,Altamont,KS,2001550,2001550,64716,2020-2024,2020,Census,United States (Nation)
City,Alta Vista,KS,2001575,2001575,51250,2020-2024,2020,Census,United States (Nation)
City,Alton,KS,2001600,2001600,N/A,2020-2024,2020,Census,United States (Nation)
City,Altoona,KS,2001625,2001625,48875,2020-2024,2020,Census,United States (Nation)
City,Americus,KS,2001675,2001675,73542,2020-2024,2020,Census,United States (Nation)
City,Ames,KS,2001725,2001725,N/A,2020-2024,2020,Census,United States (Nation)
City,Andale,KS,2001775,2001775,98333,2020-2024,2020,Census,United States (Nation)
City,Andover,KS,2001800,2001800,104787,2020-2024,2020,Census,United States (Nation)
City,Anthony,KS,2001975,2001975,50598,2020-2024,2020,Census,United States (Nation)
City,Arcadia,KS,2002175,2002175,N/A,2020-2024,2020,Census,United States (Nation)
City,Argonia,KS,2002250,2002250,79531,2020-2024,2020,Census,United States (Nation)
City,Arkansas City,KS,2002300,2002300,49629,2020-2024,2020,Census,United States (Nation)
City,Arlington,KS,2002325,2002325,33750,2020-2024,2020,Census,United States (Nation)
City,Arma,KS,2002375,2002375,50795,2020-2024,2020,Census,United States (Nation)
City,Asherville,KS,2002600,2002600,N/A,2020-2024,2020,Census,United States (Nation)
City,Ashland,KS,2002675,2002675,62596,2020-2024,2020,Census,United States (Nation)
City,Assaria,KS,2002850,2002850,69500,2020-2024,2020,Census,United States (Nation)
City,Atchison,KS,2002900,2002900,54474,2020-2024,2020,Census,United States (Nation)
City,Athol,KS,2003025,2003025,N/A,2020-2024,2020,Census,United States (Nation)
City,Atlanta,KS,2003050,2003050,59792,2020-2024,2020,Census,United States (Nation)
City,Attica,KS,2003100,2003100,48750,2020-2024,2020,Census,United States (Nation)
City,Atwood,KS,2003150,2003150,72188,2020-2024,2020,Census,United States (Nation)
City,Auburn,KS,2003250,2003250,57875,2020-2024,2020,Census,United States (Nation)
City,Augusta,KS,2003300,2003300,64919,2020-2024,2020,Census,United States (Nation)
City,Aurora,KS,2003425,2003425,78125,2020-2024,2020,Census,United States (Nation)
City,Axtell,KS,2003600,2003600,61023,2020-2024,2020,Census,United States (Nation)
City,Baileyville,KS,2003675,2003675,N/A,2020-2024,2020,Census,United States (Nation)
City,Bala,KS,2003800,2003800,N/A,2020-2024,2020,Census,United States (Nation)
City,Baldwin City,KS,2003900,2003900,72941,2020-2024,2020,Census,United States (Nation)
City,Barnard,KS,2004225,2004225,48750,2020-2024,2020,Census,United States (Nation)
City,Barnes,KS,2004250,2004250,27222,2020-2024,2020,Census,United States (Nation)
City,Bartlett,KS,2004350,2004350,55417,2020-2024,2020,Census,United States (Nation)
City,Basehor,KS,2004400,2004400,116769,2020-2024,2020,Census,United States (Nation)
City,Bassett,KS,2004450,2004450,N/A,2020-2024,2020,Census,United States (Nation)
City,Bavaria,KS,2004575,2004575,54688,2020-2024,2020,Census,United States (Nation)
City,Baxter Springs,KS,2004625,2004625,51404,2020-2024,2020,Census,United States (Nation)
City,Bazine,KS,2004775,2004775,57167,2020-2024,2020,Census,United States (Nation)
City,Beattie,KS,2004900,2004900,58750,2020-2024,2020,Census,United States (Nation)
City,Beaumont,KS,2004925,2004925,N/A,2020-2024,2020,Census,United States (Nation)
City,Beaver,KS,2004950,2004950,N/A,2020-2024,2020,Census,United States (Nation)
City,Bel Aire,KS,2005337,2005337,97795,2020-2024,2020,Census,United States (Nation)
